"Summit"	"Elevation"	"Latitude"	"Longitude"	"EleSrc"	"Prominence"	"Saddle"	"IsolationKm"
"Ládví"	359.0	50.1362632	14.4643177	osm	97	266	9.65
"Kotel"	1435.0	50.7525108	15.5294755	osm	97	1337	3.09
"Šenovský vrch"	633.0	50.782901	14.4810376	osm	97	524	1.35
"Hradišťský vrch"	478.0	49.3047387	14.1213077	osm	97	391	3.57
"Kříchová"	776.0	48.7758794	14.3359625	osm	97	675	2.41
"Kaní hora"	475.7	50.3347558	17.080814	osm	97	377	3.04
"Dlouhá hora"	629.7	48.986685	15.4839949	osm	97	533	11.73
"Křižák"	450.0	50.4536385	13.8555898	osm	97	344	1.67
"Kraví hora"	611.0	49.4307733	16.26257	osm	97	521	4.7
"Pyszczyńska Góra"	273.3	50.9812659	16.5450303	osm	97	183	12.2
"Práporec"	961.0	48.941142	21.4931534	osm	97	862	1.08
"Bujanov"	756.0	48.8744307	21.0628502	osm	97	666	2.11
"Nad Remetovou"	937.0	48.9785575	21.3765458	osm	97	841	1.59
"Breziny"	1017.0	48.7963177	20.5862475	srtm	97	920	1.07
"Drieňovka"	639.0	49.1272638	18.5171538	osm	97	526	0.95
"Turecký vrch"	345.0	48.7930221	17.856069	osm	97	251	3.9
"Rígeľ"	886.0	49.3484599	20.4221594	osm	97	784	3.1
"Dedová"	917.0	49.427574	18.9223582	osm	97	815	1.99
"Jastrabník"	546.0	48.354833	17.150975	osm	97	450	1.24
"Uhliská"	486.0	48.8793917	21.9201459	osm	97	391	2.84
"Hrad"	498.0	48.8591238	21.2060911	osm	97	388	1.45
"Veľká Ostrá"	518.0	48.9843535	22.4036039	osm	97	415	1.07
"Tri vrchy"	581.0	48.6780753	20.5358711	osm	97	470	1.28
"Dúpna"	702.0	49.0726038	18.5471782	osm	97	585	1.22
"Chlm"	495.0	48.872119	21.9453256	osm	97	385	1.85
"Vrh Laške Planje / Lasca Plagna"	2448.0	46.3441175	13.4442668	osm	97	2329	1.31
"Javorov vrh"	1434.0	46.3245488	14.4638601	osm	97	1316	1.25
"Davinec"	872.0	46.1436603	13.9607761	osm	97	776	0.93
"Špital"	755.0	46.1062754	14.9467698	osm	97	659	1.4
"Uhovje"	485.0	46.1641393	13.796712	osm	97	388	0.74
"Rosskogel"	1928.0	47.725708	13.877244	osm	96	1810	0.62
"Zwölferkogel"	1192.0	47.1805952	15.4459028	osm	96	1096	1.05
"Mitterberg"	1711.0	47.595908	14.040117	osm	96	1602	0.75
"Zinkenkopf"	1336.0	47.64767	13.08619	osm	96	1223	1.3
"Kampstein"	1467.0	47.5612415	15.9864267	osm	96	1366	3.94
"Krautgartenkogel"	1988.0	47.6331389	15.2385833	osm	96	1873	1.04
"Malgrubenspitze"	2571.0	47.1718424	11.296307	osm	96	2443	0.88
"Kleiner Brandstein"	1564.0	47.6651411	15.2070392	osm	96	1460	1.31
"Larstigspitze"	3172.0	47.1088275	11.033238	osm	96	3029	0.58
"Kahorn"	2692.0	46.8872101	12.2775979	osm	96	2566	0.59
"Jochgrabenberg"	645.0	48.1531926	16.0163446	osm	96	552	3.83
"Föllig"	292.0	47.8192406	16.4597634	srtm	96	196	2.61
"Höhenberg"	639.0	47.6526858	12.2076736	osm	96	504	0.94
"Zammelsberg"	1171.0	46.8321465	14.1634463	osm	96	1075	2.93
"Zehnerkarspitze"	2382.0	47.2365516	13.5292053	osm	96	2256	1.32
"Polsterer Kogel"	625.0	47.9677683	14.2921997	osm	96	543	1.23
"Schurfspitze"	2664.0	47.0784502	13.4374768	osm	96	2546	0.66
"Dernberg"	643.0	48.0012983	16.0750483	osm	96	546	1.91
"Steinrastl"	2184.0	46.7270759	12.6537011	osm	96	2080	1.39
"Prefingkogel"	1101.0	47.7545375	14.4923515	osm	96	998	1.4
"Hahnenkamm (Ostgipfel)"	2072.0	47.3786929	14.6107905	osm	96	1951	0.61
"Grubberg"	889.0	47.8880624	15.0522449	osm	96	802	1.19
"Hochnase"	2560.0	46.8986293	12.9657276	osm	96	2442	0.81
"Platteneck"	1946.0	47.5530648	13.2248702	osm	96	1828	0.65
"Gallwieser Mittergrat"	2843.0	47.1317182	11.1683155	osm	96	2732	0.77
"Auf dem Egg"	1610.0	47.0317896	10.983449	osm	96	1504	0.6
"Černý les"	1007.0	48.8377789	13.9799874	osm	96	907	0.9
"Vysoká Roudná"	660.0	49.7894525	17.2762917	osm	96	581	5.44
"Božanovský Špičák"	781.0	50.514119	16.3143914	osm	96	671	3.26
"Hana"	449.0	50.780719	14.4111821	osm	96	352	1.26
"Mešnice"	756.0	49.3776758	15.3975625	osm	96	669	2.66
"Dubová hora"	397.0	50.539606	14.5092254	osm	96	302	2.97
"Buchlov"	522.0	49.1073072	17.3110153	osm	96	419	1.5
"Hamry"	533.0	50.6598379	14.4012376	osm	96	435	1.82
"Młynarka"	589.0	50.87345	16.1064214	osm	96	489	1.11
"Czyżyk"	428.0	50.9719444	15.6508333	osm	96	331	2.63
"Żar"	685.0	50.8297222	15.6405556	osm	96	596	1.68
"Gołąbki"	485.0	50.1640124	17.6418845	osm	96	391	2.44
"Mała Babia Góra / Malá Babia hora"	1517.0	49.581283	19.4995545	osm	96	1411	1.12
"Lachów Groń"	1045.0	49.6555267	19.4374747	osm	96	945	2.0
"Veľký Lysec"	886.0	48.4812159	19.2467816	osm	96	782	0.98
"Bukový vrch"	1019.0	49.2048171	21.1829119	osm	96	924	1.47
"Kýčera"	1121.0	49.1481421	18.9327365	osm	96	1018	0.72
"Michalová"	879.0	48.6661276	20.0796717	osm	96	786	1.78
"Konický vrch"	694.0	48.5488129	18.89586	osm	96	590	0.89
"Drienok"	324.0	48.0865371	19.0156854	osm	96	222	1.79
"Kasperov"	546.0	49.2962272	21.7411819	osm	96	454	3.22
"Hoľa"	613.0	48.8553156	21.0484621	srtm	96	517	1.49
"Skálie"	679.0	49.2084313	18.1823372	srtm	96	583	2.71
"Kopec"	519.0	48.6629184	17.6032212	osm	96	419	0.79
"Bukovina"	463.0	48.2840816	19.8597259	srtm	96	367	1.93
"Javorie"	534.0	49.3878695	21.6219056	osm	96	435	1.69
"Kobylí vrch"	775.0	48.4338285	19.3800234	srtm	96	679	3.74
"Lazy"	535.0	49.2383221	21.3957082	srtm	96	439	3.9
"Babič"	749.0	46.321828	15.4323712	osm	96	654	0.88
"Javorov vrh"	1482.0	46.3243844	13.951185	osm	96	1386	1.31
"Pantnerjev vrh"	853.0	46.4150941	15.2037965	osm	96	744	1.06
"Debeli vrh"	628.0	46.2656741	15.8486162	osm	96	517	3.14
"Curuna Lada"	3079.0	46.8708819	10.2413126	osm	95	2962	0.73
"Hinterer Maurerkeeskopf"	3311.0	47.0925558	12.2837771	osm	95	3202	1.83
"Gaishörndl"	2615.0	46.791449	12.2807583	osm	95	2505	0.77
"Tischfeldspitze"	2268.0	47.3006458	14.0931135	osm	95	2156	0.87
"Riepenwand"	2760.0	47.149059	11.274154	osm	95	2656	0.47
"Dreiländereck / Peč / Ofen / Monte Forno"	1508.0	46.5229896	13.7140776	osm	95	1405	1.39
"Kreuzjochspitze"	2675.0	47.157701	10.87308	osm	95	2562	1.91
"Kaisergratspitze"	3155.0	46.9031303	10.6927601	osm	95	3031	0.37
"Dünser Horn"	1616.0	47.240848	9.719776	osm	95	1505	0.7
"Buchberg"	621.0	48.050367	15.5916412	osm	95	518	1.41
"Schwaigerhöhe"	2214.0	47.3370239	14.7682028	osm	95	2112	1.3
"Scheiblberg"	1106.0	47.5333	12.3429476	osm	95	1005	0.74
"Kesseleck"	2308.0	47.3445146	14.5416136	osm	95	2201	1.13
"Hohes Platteneck"	1492.0	47.6415158	13.4840748	osm	95	1373	0.56
"Schleimsjoch"	1806.0	47.4735199	11.6467118	osm	95	1701	0.69
"Ogasilspitze"	3032.0	47.0231428	12.2764811	osm	95	2897	0.83
"Großer Traunstein"	1934.0	47.5330504	13.3670889	osm	95	1802	0.86
"Großer Warschenberg"	1454.0	47.6321132	14.4628185	osm	95	1340	0.71
"Hinterberg"	763.0	48.2960459	15.2185333	osm	95	657	4.21
"Lercheck"	1699.0	47.177958	13.8304353	osm	95	1595	0.97
"Mittlerer Lehner Grießkogel"	3022.0	47.1093847	10.8624237	osm	95	2919	0.63
"Plötschgekogel"	1255.0	46.7678562	14.5845158	osm	95	1175	1.88
"Geißkopf"	1198.0	47.428986	9.82493	osm	95	1085	1.5
"Obetschnik"	681.0	46.5595824	14.6056302	osm	95	584	0.66
"Špičák"	957.0	50.2975226	17.0116784	osm	95	856	2.96
"Hněvín"	399.0	50.5203293	13.6329904	osm	95	300	1.84
"Stradiště"	489.0	49.7200907	13.4861933	osm	95	403	3.77
"Švédský vrch"	660.1	50.5169491	16.1083534	osm	95	566	2.88
"Vysoký les"	464.0	50.7627117	14.3746048	osm	95	377	3.11
"Góra Borowa / Strážnice"	700.9	50.3891667	16.2666667	osm	95	606	3.66
"Želenický vrch"	455.0	50.5195618	13.731413	osm	95	342	1.0
"Strážnice"	494.0	50.2320469	17.5983383	osm	95	396	3.18
"Kopanina"	657.0	50.65987	15.1648008	osm	95	563	3.56
"Zadní Hády"	472.0	49.2459024	16.7102357	srtm	95	377	3.07
"Hrad"	364.0	49.3820165	17.5324958	osm	95	276	8.15
"Niedźwiadki"	629.2	50.7536346	16.3056278	osm	95	531	0.69
"Dziób"	693.1	50.6698395	16.1480571	osm	95	591	1.93
"Tyniok"	891.0	49.5633349	18.9739013	osm	95	796	1.67
"Slemä"	1514.0	48.993073	19.7013538	osm	95	1405	1.97
"Kmotra"	602.0	48.5196045	19.0198221	osm	95	514	2.27
"Ostražica"	768.0	49.3170862	19.5239194	osm	95	656	1.82
"Paliesok"	665.0	49.2733496	18.5657025	osm	95	569	2.45
"Chochuľka"	753.0	48.6544119	19.2936301	osm	95	646	2.82
"Modrenina"	818.0	49.2631432	20.7083621	osm	95	713	2.06
"Novinská"	619.0	48.319754	18.8954464	osm	95	529	6.25
"Biela skala"	750.0	49.2953589	19.4937283	osm	95	626	1.12
"Dubová"	456.0	48.7270288	17.5070999	osm	95	365	2.36
"Priehrštie"	1209.0	49.2914034	20.2408935	osm	95	1118	2.39
"Javorník"	737.0	49.3040056	18.6649582	osm	95	649	1.76
"Zlatý vrch - južný vrchol"	488.0	48.5819307	17.8888089	osm	95	384	2.58
"Šija"	1880.0	46.2386466	13.8340636	osm	95	1744	1.6
"Bidržan"	902.0	46.2108115	14.0398815	osm	95	796	1.02
"Jelenov vrh"	924.0	46.3318573	15.3864156	osm	95	823	0.82
"Pleše"	941.0	46.1699931	14.2440355	osm	95	830	0.98
"Čisovec"	1419.0	46.4030552	14.2508551	osm	95	1299	1.25
"Osenica"	425.0	46.2215755	15.2812711	osm	95	321	1.18
"Rakita"	511.0	46.1811965	15.4487299	osm	95	420	0.94
"Grebenik"	1066.0	46.3956554	15.2105589	osm	95	972	0.65
"Hochwurzen"	1849.0	47.3599867	13.6395899	osm	94	1743	0.93
"Scheiterkogel"	1244.0	47.7361683	14.4380005	osm	94	1140	0.74
"Riffel"	2106.0	47.5529978	14.5142321	osm	94	1985	0.63
"Schafdach"	2314.0	47.286835	14.1107213	osm	94	2190	1.12
"Alteck"	2942.0	47.0356066	12.9853516	osm	94	2821	0.75
"Masnerkopf"	2826.0	47.0125942	10.4730217	osm	94	2715	0.6
"Weißgrubenkopf"	2369.0	47.1862195	13.332651	osm	94	2246	1.11
"Öhler"	1184.0	47.821736	15.877827	osm	94	1079	1.6
"Habart"	2294.0	47.2934705	10.6325799	osm	94	2187	0.66
"Lackenkarkopf"	2416.0	47.4375471	11.443805	osm	94	2275	0.84
"Madrisella"	2466.0	46.9595755	9.9862236	osm	94	2348	1.22
"Großer Rosenkogel"	842.0	47.8997162	16.0394527	osm	94	742	1.23
"Monte Goriane / Göriacher Berg"	1694.0	46.5460359	13.5928735	osm	94	1585	1.82
"Mölsberg"	2479.0	47.18252	11.6220387	osm	94	2371	1.94
"Sasso Nero"	2468.0	46.6074218	12.8397634	osm	94	2323	0.69
"Steiglberg"	767.0	48.1002624	13.3589504	osm	94	679	7.72
"Schattberg"	1108.0	47.5771705	12.0645382	osm	94	1013	1.17
"Siriuskogl"	599.0	47.7047761	13.6179899	osm	94	487	1.2
"Jochkopf"	1409.0	47.5552321	12.0769568	osm	94	1286	0.73
"Pirkerkogel"	666.0	46.6328663	14.188983	osm	94	561	2.52
"Kugelwand"	2803.0	46.8539512	12.408132	osm	94	2691	0.58
"Lisnaberg"	614.0	46.6545036	14.7522762	osm	94	494	1.79
"Kohlenberg"	1362.0	47.5872519	12.425531	osm	94	1263	1.48
"Dreizipf"	1160.0	47.7577404	14.6696828	osm	94	1038	1.27
"Rudolfshöhe"	461.0	48.0676561	15.0142886	osm	94	370	2.26
"Blekarkogel"	1505.0	47.5810391	13.6247834	osm	94	1399	0.86
"Hochkogel"	710.0	48.0342002	14.9510613	osm	94	608	2.87
"Dammeggernock"	2112.0	46.985319	13.965632	osm	94	2009	1.39
"Gelderkogel"	1195.0	47.3105121	15.4789897	osm	94	1102	1.58
"Ramlerhöhe"	724.0	47.9324175	14.4446869	osm	94	626	1.09
"Kaserköpfl"	2355.0	47.182968	12.9018128	osm	94	2237	1.09
"Vordere Jamspitze"	3176.0	46.8518471	10.1541532	osm	94	3060	0.7
"Vorderer Schober"	2681.0	47.1099279	13.3962606	osm	94	2569	1.46
"Zargenkopf"	1792.0	47.6010167	14.896922	osm	94	1683	0.51
"Seileggspitze"	1981.0	47.4632643	11.7869206	osm	94	1867	0.56
"Gritschhöhe"	1260.0	47.487107	15.1487142	osm	94	1171	1.13
"Adlerkogel"	1803.0	47.4990828	14.7330093	osm	94	1691	0.57
"Schusterkogel"	536.0	46.6271524	14.5231368	osm	94	440	2.97
"Hochbrunnachkogel"	2889.0	47.1770246	10.9622929	osm	94	2763	0.64
"Spitzer Riegel"	801.0	47.5234105	16.0993384	osm	94	706	1.09
"Bidnerspitze"	2871.0	46.9443979	10.2437474	osm	94	2748	0.7
"Strickberg"	1068.0	48.9303779	13.6328293	osm	94	984	3.53
"Veselý vrch"	489.0	49.744754	14.3435356	osm	94	391	3.07
"Výrovčice"	708.0	49.0404202	14.0032398	osm	94	616	2.4
"Hraniční buk"	542.3	50.893223	14.5855369	osm	94	463	2.74
"Zelený vrch"	806.0	48.9940312	14.0964919	osm	94	712	2.22
"Lázek"	715.0	49.925808	16.7054876	osm	94	615	6.02
"Hradiště"	934.0	50.2177697	13.1265807	osm	94	828	2.92
"Málkovský vrch"	760.9	49.6480257	12.6663342	osm	94	671	3.34
"Mísná"	891.0	49.4035921	18.1809017	osm	94	799	1.45
"Ostrý"	539.0	49.8205355	13.9593469	osm	94	439	1.74
"Kłóbka"	687.5	50.3148628	16.9065415	osm	94	593	0.96
"Wytrzyszczon"	742.0	49.6738268	19.4054838	osm	94	648	1.74
"Hrb"	760.0	48.4357233	18.8081374	osm	94	654	1.38
"Háj"	949.0	49.1988686	19.5311896	osm	94	854	0.69
"Kolo"	914.0	48.7085466	18.8531674	osm	94	821	2.65
"Studený vrch"	876.0	48.4869095	18.890735	osm	94	771	1.35
"Zalužiansky vrch"	482.0	48.5042521	19.9156661	osm	94	401	2.15
"Stráž"	842.0	48.5487826	18.5526179	srtm	94	748	1.95
"Hoč"	1514.0	46.1929552	13.9882196	osm	94	1391	0.79
"Igale"	907.0	46.1103419	14.3338143	osm	94	799	1.27
"Robič"	1384.0	46.4078644	14.3295453	osm	94	1283	0.68
"Mrtanov grič"	767.0	46.1294171	14.1460098	osm	94	663	1.68
"Slovak"	488.0	46.1514172	14.9383436	osm	94	396	0.65
"Samčev vrh"	851.0	46.4268084	15.1153568	osm	94	750	2.68
"Hom"	614.0	46.0505569	15.3268416	osm	94	523	2.16
"Vonarski grič"	366.0	46.1816028	15.62311	osm	94	263	1.18
"Sedovec"	456.0	46.1993482	15.5138602	osm	94	357	1.13
"Puhorje"	618.0	46.1356654	15.4434843	osm	94	520	1.49
"Edelweißspitze"	2572.0	47.1237732	12.8314232	osm	93	2473	1.27
"Strahlkogel"	3288.0	47.1090332	11.0195215	osm	93	3137	0.77
"Furklaspitze"	2587.0	47.17474	10.3582318	osm	93	2480	0.61
"Waxenberg"	501.0	48.3592647	15.6023471	osm	93	387	2.6
"Gwendlingstein"	1645.0	47.5711315	14.0483974	osm	93	1521	1.0
"Fädnerspitze"	2788.0	46.983687	10.1599238	osm	93	2667	0.83
"Brettspitze"	2412.0	47.2650764	13.6955646	osm	93	2275	0.46
"Kreuzberg"	2045.0	47.3736867	14.2142329	osm	93	1935	1.3
"Hochblaser"	1771.0	47.5868833	14.8618189	osm	93	1667	1.15
"Vordere Gstemmerspitze"	2136.0	47.4207124	14.1904949	osm	93	2027	0.76
"Bärofen"	1720.0	46.889554	14.9929987	osm	93	1609	2.99
"Saurüssel"	1340.0	47.7148069	15.8651134	osm	93	1237	1.83
"Brunnberg"	439.0	47.9448817	16.6290185	srtm	93	346	11.31
"Wäschkogel"	1118.0	47.5706185	12.0482677	osm	93	1015	0.94
"Kothaufenberg"	1001.0	47.8363494	14.7666488	osm	93	883	1.62
"Kleine Leier"	2662.0	46.9101029	13.3814606	osm	93	2516	0.42
"Plöschkogel"	1668.0	47.4995366	14.8245958	osm	93	1562	0.74
"Grossleobeneck"	2196.0	46.886433	13.6708566	osm	93	2095	1.88
"Kienberg"	2050.0	46.8850533	14.6464005	osm	93	1951	3.34
"Kolbenkopf"	1068.0	46.8576889	14.2979439	osm	93	982	1.68
"Kienberg"	682.0	48.0256987	16.0498005	osm	93	579	0.79
"Karnerhofspitze"	1124.0	47.900608	15.4414706	osm	93	1023	1.46
"Moderstein"	2197.0	47.4925857	13.6676018	osm	93	2095	1.01
"Auberg"	907.0	47.7856995	13.4975959	osm	93	793	0.81
"Rosskopf"	1823.0	47.42599	10.43258	osm	93	1715	0.78
"Sandl"	723.0	48.4277136	15.4865152	osm	93	621	5.04
"Wenzelanger"	830.0	47.4307438	16.2731117	osm	93	731	3.36
"Hocheck"	1264.0	47.780066	15.3647876	osm	93	1155	1.3
"Plattenhorn"	2669.0	46.893003	9.9840832	osm	93	2533	0.59
"Polana"	660.0	46.5869828	13.89118	osm	93	573	3.37
"Steinmühlen"	1099.0	47.887351	14.1943857	osm	93	993	5.33
"Proklest"	574.0	49.3102039	16.7714802	osm	93	498	6.77
"Vlčí hřeben"	1140.2	50.7326521	15.5096774	osm	93	1030	1.29
"Rudawiec / Polská hora"	1106.4	50.2448039	16.9768585	osm	93	1013	3.31
"Mały Śnieżnik"	1326.0	50.1924132	16.8147027	osm	93	1233	2.26
"Skalka"	577.0	49.4724948	13.6629297	osm	93	500	2.52
"Dlouhá"	483.0	50.4528522	13.7958174	osm	93	378	3.35
"Todeňská Hora"	608.4	48.8450624	14.5597775	osm	93	522	3.17
"Černecký háj"	355.0	49.1535451	17.0400578	osm	93	275	3.05
"Lípa"	503.5	49.9352018	13.7363324	osm	93	403	1.56
"Kotarz"	974.0	49.6890794	18.9636369	osm	93	881	2.05
"Táňovo"	929.0	48.5405148	19.6184819	osm	93	836	4.74
"Hájny grúň"	1208.0	48.6908543	19.4672807	osm	93	1114	1.9
"Sninský kameň"	1006.0	48.9293769	22.1892523	osm	93	886	1.58
"Pliešky"	464.0	48.9602	18.2231586	osm	93	375	1.02
"Ondrejisko"	1271.0	48.8557029	20.2621235	osm	93	1167	2.35
"Dolina"	541.0	48.946819	22.2739487	osm	93	441	2.01
"Slatina"	946.0	49.3259072	18.4900125	osm	93	854	1.49
"Červená chrasť"	483.0	48.6223968	20.3630887	osm	93	388	1.96
"Veľké Ostré"	653.0	49.2780348	18.8146723	osm	93	548	0.81
"Bukowina/Javor"	810.0	49.3650347	21.0941774	osm	93	711	2.86
"Platy"	527.0	49.3856126	21.6533824	osm	93	440	1.4
"Kruh"	581.0	48.3765558	19.4030462	srtm	93	488	1.73
"Končistá"	729.0	48.8075295	20.3597163	osm	93	627	2.51
"Ostrý vŕšok"	775.0	48.6157697	20.4075982	osm	93	677	2.1
"Príslop"	891.0	48.8675732	19.5754523	osm	93	809	1.45
"Osredek"	486.0	46.147856	14.8976167	osm	93	386	0.46
"Krvavica"	909.0	46.2007632	14.9930948	osm	93	783	0.83
"Male špice"	2167.0	46.4437974	13.6369471	osm	93	2040	0.88
"Šoštarjev kovk"	1105.0	46.1995004	14.057579	osm	93	988	2.75
"Ablanca"	2005.0	46.3530187	13.8841747	osm	93	1879	0.42
"Grilovka"	436.0	46.2468016	15.4971055	osm	93	351	3.68
"Zbelovska gora"	438.0	46.2945822	15.5200358	osm	93	326	1.2
"Brechhorn"	2032.0	47.3779817	12.2662781	osm	92	1923	0.98
"Hochrappenkopf Nordgipfel"	2425.0	47.2804198	10.2457455	osm	92	2315	0.64
"Äußere Rifekarspitze"	3001.0	46.9889878	10.7044956	osm	92	2871	0.71
"Dromeisspitze"	2047.0	47.3617053	13.9023077	osm	92	1941	0.75
"Hinterer Bruderkogel"	2031.0	47.6900395	13.9167314	osm	92	1922	1.12
"Kalkwandspitze - Cima della Stanga"	2388.0	46.9586317	11.5109568	osm	92	2257	0.71
"Ehrichspitze"	3420.0	46.8494284	10.7764492	osm	92	3300	1.31
"Hohe Mut"	2653.0	46.8486772	11.0304818	osm	92	2554	1.0
"Roter Stein"	2366.0	47.3819288	10.7732884	osm	92	2249	1.2
"Oberer Saubichl"	504.0	48.1939137	16.0597	osm	92	418	2.88
"Festungsberg"	548.0	47.7948951	13.0470836	osm	92	434	0.91
"Friesen"	754.0	46.8191891	14.4974671	osm	92	665	1.47
"Falkenstein"	1270.0	47.56941	10.59117	osm	92	1138	0.71
"Hühnerkogel"	2242.0	47.2989463	14.2746595	osm	92	2144	1.2
"Elserkogel"	537.0	48.2240303	14.9261915	osm	92	442	1.86
"Hochbuchberg"	836.0	48.3368973	14.8073905	osm	92	740	3.2
"Kleberkopf"	1757.0	47.4328926	12.616444	osm	92	1646	0.65
"Eibeck"	916.0	47.7885	14.5224	osm	92	816	0.83
"Kühegg"	2253.0	46.7821668	12.4708259	osm	92	2149	0.91
"Tischlerkarkopf"	3004.0	47.0787594	13.2453327	osm	92	2884	0.94
"Greilkopf"	2581.0	47.0251649	13.1007676	osm	92	2464	1.33
"Brennernock"	1433.0	46.6939103	13.2974411	osm	92	1327	0.74
"Zinggetzkamp"	2876.0	47.0263572	12.7540048	osm	92	2760	0.75
"Kelderer"	2694.0	47.065317	11.2966865	osm	92	2568	0.64
"Himmelskopf"	2664.0	46.9672184	12.8378542	osm	92	2529	0.59
"Roter Kogel"	2827.0	47.1850898	10.9757297	osm	92	2701	0.38
"Hieflerkogel"	831.0	47.5911511	14.7575194	osm	92	729	0.62
"Hinterer Brunnenkogel"	3325.0	47.0740338	11.1028522	osm	92	3190	2.21
"Buchberg"	899.0	46.7174158	14.571256	osm	92	819	1.2
"Strážník"	713.0	49.4679049	15.4525662	osm	92	628	8.92
"Špičák"	724.0	50.8644457	15.0741558	osm	92	606	1.15
"Kopeček"	821.7	49.6105516	16.090499	osm	92	730	5.61
"Líšná"	577.0	49.2798989	13.6066375	osm	92	490	1.02
"Na Vrchu"	837.0	48.9989024	14.0479546	osm	92	755	2.36
"Loreta"	417.0	50.4218978	15.2971692	osm	92	322	4.5
"Malinová hora"	639.0	50.4000499	16.2157894	osm	92	553	2.81
"Koliště"	452.7	50.8661057	14.3845384	osm	92	368	1.31
"Kubačka"	542.5	50.5710091	14.0088832	osm	92	441	1.98
"Nad Amerikou"	557.0	49.5543406	16.6352398	osm	92	474	2.97
"Větrník"	394.0	49.1974048	16.9844353	osm	92	298	5.36
"Kamenná"	736.0	49.698789	13.7660114	osm	92	651	2.16
"Pálená hora"	697.0	49.2218625	13.6510183	osm	92	607	1.7
"Rozsocha"	758.0	49.764413	12.5920486	osm	92	670	5.15
"Zavíravá u Vranova"	525.0	49.2983669	16.6272021	osm	92	441	3.83
"Ocasovský vrch"	487.4	50.6852532	14.8891139	osm	92	401	2.8
"Bukovec"	562.0	49.6396253	14.1864181	osm	92	466	6.78
"Włodyka"	681.7	50.6258333	16.5030556	osm	92	543	1.45
"Stołążek"	406.9	50.7491667	16.7519444	osm	92	319	3.25
"Długota"	457.15	50.2796697	17.5269225	osm	92	367	2.2
"Starý háj"	573.0	48.9433157	18.2287773	osm	92	484	1.3
"Suchý vrch"	1122.0	48.8900301	20.3926074	osm	92	1029	3.5
"Havrania hlava"	1020.0	48.8488074	20.8293089	osm	92	919	1.97
"Skalka"	723.5	48.3767793	18.8252181	osm	92	624	2.69
"Hrubá kopa"	2166.0	49.2001232	19.722981	osm	92	2048	0.89
"Roháč"	803.0	49.1856949	18.6118188	osm	92	700	2.6
"Kozol"	898.0	48.9728706	18.5533595	osm	92	806	0.67
"Ostrá"	1014.0	48.83286	20.4234067	osm	92	913	0.87
"Srnová"	484.0	49.1284208	21.7221109	osm	92	401	1.62
"Čierňavský vrch"	1318.0	49.0448475	19.1868591	osm	92	1206	1.53
"Minčol"	1364.0	49.1240675	18.8272319	osm	92	1257	1.79
"Prostredný vrch"	585.0	48.5477194	19.3681132	osm	92	503	0.94
"Besná"	1807.0	48.9181881	19.6752657	osm	92	1700	1.71
"Chajzárka"	991.0	48.8051041	20.6370647	osm	92	894	2.31
"Senná kopa"	1222.0	48.9474955	19.3839383	osm	92	1121	0.82
"Suchý vrch"	741.0	49.4070496	21.2700152	srtm	92	649	2.58
"Pustý vrch"	571.0	48.555512	19.1087315	osm	92	483	1.15
"Vrch"	404.0	49.2904763	21.3595605	srtm	92	312	1.07
"Rovne"	869.0	48.8013213	19.1996251	srtm	92	777	1.73
"Michalka"	652.0	49.1619513	21.030315	osm	92	556	1.58
"Tolsti vrh"	821.0	46.3593068	14.8491196	osm	92	708	0.9
"Pirčev vrh"	1373.0	46.277357	14.6485829	osm	92	1279	0.76
"Gradišče"	546.0	46.292894	14.8317218	osm	92	434	0.47
"Anžejev vrh"	821.0	46.4380105	15.0815025	osm	92	728	1.84
"Prevodl"	833.0	46.0734294	13.9416951	osm	92	746	1.09
"Osredek"	519.0	46.0972721	15.4993321	osm	92	429	0.74
"Macesnovec"	1042.0	46.3771658	14.4660986	osm	92	913	0.85
"Koglberg"	795.0	48.4567933	14.7302033	srtm	91	704	0.73
"Multererberg"	993.0	48.4665826	14.826345	osm	91	903	2.33
"Schellschlicht"	2052.0	47.5092999	10.9163331	osm	91	1928	0.75
"Schareck"	2606.0	47.0669326	12.8608813	osm	91	2499	1.02
"Schusterstuhl"	2216.0	47.34935	13.886652	osm	91	2101	0.75
"Hinterer Tajakopf"	2407.0	47.360273	10.9486038	osm	91	2279	0.46
"Riegelkopf"	2945.0	47.1352914	10.8264938	osm	91	2821	0.56
"Gamsspitz"	2057.0	47.618028	14.060074	osm	91	1949	0.78
"Pietrach"	2396.0	47.2719983	13.7153592	osm	91	2273	1.41
"Schimpelspitz"	2413.0	47.2673033	13.9879774	osm	91	2277	0.57
"Alpkopf"	1788.0	47.328597	9.775112	osm	91	1681	1.77
"Medriolkopf"	2664.0	47.2138446	10.5239876	osm	91	2544	0.63
"Lindkogel"	872.0	47.8930257	16.0624301	osm	91	770	0.98
"Staff"	786.0	48.0299604	15.6567032	osm	91	679	0.75
"Törlstein"	1186.0	47.860955	15.425122	osm	91	1086	0.65
"Tettensjoch"	2276.0	47.1411682	11.7451831	osm	91	2168	1.41
"Ahornberg"	1353.0	47.8718233	15.4081108	osm	91	1253	0.94
"Chapütschin"	3232.0	46.8308371	10.0693457	osm	91	3128	0.42
"Vogelberg"	546.0	48.4084486	15.522899	osm	91	468	1.28
"Pfoner Kreuzjöchl"	2638.0	47.1611148	11.5210474	osm	91	2533	1.62
"Höhenberg"	652.0	47.957367	16.0558773	osm	91	555	2.02
